"latinName";"kiswahiliName";"fishingGround";"date";"lunarCycle";"month";"season";"metier";"wpue";"reef";"depth.int.std";"seagrass.int.std";"temperature.std";"X.utm";"Y.utm"
"849";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-09-24";3;9;"SEMS";21;1.1105;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"854";"Lutjanus fulviflamma";"Changu ginge kawaida";"Bimbi Ndogo";"2014-09-27";3;9;"SEMS";21;0.0339230769230769;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"856";"Lethrinus mahsena";"Changu tuku";"Bimbi Ndogo";"2014-09-27";3;9;"SEMS";21;0.0555384615384615;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"861";"Leptoscarus vaigiensis";"Pono bodwe";"Bimbi Ndogo";"2014-09-27";3;9;"SEMS";21;0.0113076923076923;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"863";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-09-27";3;9;"SEMS";21;0.403153846153846;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"870";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-09-25";3;9;"SEMS";62;0.825;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"872";"Leptoscarus vaigiensis";"Pono bodwe";"Bimbi Ndogo";"2014-09-25";3;9;"SEMS";62;0.229;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"873";"Siganus sutor";"Tasi uzi";"Bimbi Ndogo";"2014-09-25";3;9;"SEMS";62;4.328;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"881";"Lutjanus fulviflamma";"Changu ginge kawaida";"Bimbi Ndogo";"2014-09-10";2;9;"SEMS";71;0.306;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"888";"Scarus ghobban";"Pono kawaida";"Bimbi Ndogo";"2014-09-18";4;9;"SEMS";71;0.879;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"894";"Lethrinus lentjan ";"Changu njana";"Bimbi Ndogo";"2014-09-18";4;9;"SEMS";102;4.15;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"899";"Lethrinus lentjan ";"Changu njana";"Bimbi Ndogo";"2014-09-18";4;9;"SEMS";102;2.943;1;0.72085639028618;-1.1634930770684;0.662703502024811;551008.335132583;9324035.40192862
"904";"Lethrinus lentjan ";"Changu njana";"Bondeni";"2014-01-22";2;1;"NEMS";21;0.224;1;2.68844149989881;-0.766341868030447;-2.49185799845323;548672.676463671;9329654.55954471
"907";"Siganus sutor";"Tasi uzi";"Bondeni";"2014-01-22";2;1;"NEMS";21;0.00545454545454545;1;2.68844149989881;-0.766341868030447;-2.49185799845323;548672.676463671;9329654.55954471
"910";"Lethrinus mahsena";"Changu tuku";"Ubwachi";"2014-04-27";4;4;"SEMS";24;0.06;0;-1.1906456646507;-0.209751435331183;0.439574302007367;551544.51206254;9322213.50445961
"914";"Lutjanus fulviflamma";"Changu ginge kawaida";"Mchakati";"2014-02-09";1;2;"NEMS";21;0.0305555555555556;0;-0.305043948021785;-2.04580773218724;0.909528346065706;549860.649830043;9322418.34792694
"915";"Lethrinus lentjan ";"Changu njana";"Mchakati";"2014-02-09";1;2;"NEMS";21;0.0104444444444444;0;-0.305043948021785;-2.04580773218724;0.909528346065706;549860.649830043;9322418.34792694
"922";"Siganus sutor";"Tasi uzi";"Mchakati";"2014-02-09";1;2;"NEMS";21;0.077;0;-0.305043948021785;-2.04580773218724;0.909528346065706;549860.649830043;9322418.34792694
"925";"Siganus sutor";"Tasi uzi";"Chamakangu";"2014-06-04";3;6;"SEMS";114;4;1;1.33393031169621;1.69392542797571;-0.643425641301779;548801.238256761;9327179.33518974
"928";"Lutjanus fulviflamma";"Changu ginge kawaida";"Chamakangu";"2014-04-16";2;4;"SEMS";66;0.25;1;1.33393031169621;1.69392542797571;-0.643425641301779;548801.238256761;9327179.33518974
"938";"Leptoscarus vaigiensis";"Pono bodwe";"Chamakangu";"2014-12-13";2;12;"NEMS";59;0.105;1;1.33393031169621;1.69392542797571;-0.643425641301779;548801.238256761;9327179.33518974
"939";"Siganus sutor";"Tasi uzi";"Chamakangu";"2014-12-13";2;12;"NEMS";59;0.37;1;1.33393031169621;1.69392542797571;-0.643425641301779;548801.238256761;9327179.33518974
"940";"Lethrinus lentjan ";"Changu njana";"Chamakangu";"2014-03-30";3;3;"NEMS";82;0.82875;1;1.33393031169621;1.69392542797571;-0.643425641301779;548801.238256761;9327179.33518974
"948";"Lethrinus mahsena";"Changu tuku";"Chamakangu";"2014-05-11";1;5;"SEMS";66;0.288;1;1.33393031169621;1.69392542797571;-0.643425641301779;548801.238256761;9327179.33518974
"957";"Siganus sutor";"Tasi uzi";"Chamakangu";"2014-11-23";3;11;"NEMS";123;0.436;1;1.33393031169621;1.69392542797571;-0.643425641301779;548801.238256761;9327179.33518974
"958";"Siganus sutor";"Tasi uzi";"Chamakangu";"2014-10-04";1;10;"SEMS";102;3.9;1;1.33393031169621;1.69392542797571;-0.643425641301779;548801.238256761;9327179.33518974
"959";"Lethrinus mahsena";"Changu tuku";"Chamakangu";"2014-10-06";1;10;"SEMS";114;0.055;1;1.33393031169621;1.69392542797571;-0.643425641301779;548801.238256761;9327179.33518974
"961";"Siganus sutor";"Tasi uzi";"Chamakangu";"2014-10-06";1;10;"SEMS";114;1.8155;1;1.33393031169621;1.69392542797571;-0.643425641301779;548801.238256761;9327179.33518974
"965";"Siganus sutor";"Tasi uzi";"Chamakangu";"2014-10-15";4;10;"SEMS";74;1;1;1.33393031169621;1.69392542797571;-0.643425641301779;548801.238256761;9327179.33518974
"967";"Siganus sutor";"Tasi uzi";"Chamakangu";"2014-09-13";2;9;"SEMS";122;1;1;1.33393031169621;1.69392542797571;-0.643425641301779;548801.238256761;9327179.33518974
"969";"Siganus sutor";"Tasi uzi";"Chamakangu";"2014-09-21";4;9;"SEMS";123;0.455;1;1.33393031169621;1.69392542797571;-0.643425641301779;548801.238256761;9327179.33518974
"970";"Siganus sutor";"Tasi uzi";"Chamakangu";"2014-04-30";3;4;"SEMS";121;3.5;1;1.33393031169621;1.69392542797571;-0.643425641301779;548801.238256761;9327179.33518974
"971";"Siganus sutor";"Tasi uzi";"Chamakangu";"2014-11-05";1;11;"NEMS";114;1.15;1;1.33393031169621;1.69392542797571;-0.643425641301779;548801.238256761;9327179.33518974
"973";"Scarus ghobban";"Pono kawaida";"Chamakangu";"2014-11-05";1;11;"NEMS";123;0.1325;1;1.33393031169621;1.69392542797571;-0.643425641301779;548801.238256761;9327179.33518974
"974";"Siganus sutor";"Tasi uzi";"Chamakangu";"2014-11-05";1;11;"NEMS";123;3.482;1;1.33393031169621;1.69392542797571;-0.643425641301779;548801.238256761;9327179.33518974
"975";"Lethrinus lentjan ";"Changu njana";"Changuni";"2014-02-12";1;2;"NEMS";71;0.15;0;4.7933946942884;-1.78165695472261;-2.07784403411127;549804.666966365;9329583.98687284
"977";"Lethrinus lentjan ";"Changu njana";"Machareni";"2014-01-21";2;1;"NEMS";21;0.360888888888889;1;-0.16362330887508;-1.48146460582839;0.662703502024811;550666.502363661;9323256.34315929
"980";"Siganus sutor";"Tasi uzi";"Machareni";"2014-01-21";2;1;"NEMS";21;0.0458888888888889;1;-0.16362330887508;-1.48146460582839;0.662703502024811;550666.502363661;9323256.34315929
"983";"Lutjanus fulviflamma";"Changu ginge kawaida";"Chumani";"2014-12-16";4;12;"NEMS";19;0.2;0;-0.797776795120476;0.29004439276202;0.725126893544219;550349.599152618;9319687.4425476
"991";"Scarus ghobban";"Pono kawaida";"Chumani";"2014-12-16";4;12;"NEMS";19;0.39;0;-0.797776795120476;0.29004439276202;0.725126893544219;550349.599152618;9319687.4425476
"994";"Leptoscarus vaigiensis";"Pono bodwe";"Chumani";"2014-12-23";3;12;"NEMS";19;0.155;0;-0.797776795120476;0.29004439276202;0.725126893544219;550349.599152618;9319687.4425476
"995";"Siganus sutor";"Tasi uzi";"Chumani";"2014-12-23";3;12;"NEMS";19;0.945;0;-0.797776795120476;0.29004439276202;0.725126893544219;550349.599152618;9319687.4425476
"996";"Lethrinus lentjan ";"Changu njana";"Chumani";"2014-11-03";1;11;"NEMS";30;0.055;0;-0.797776795120476;0.29004439276202;0.725126893544219;550349.599152618;9319687.4425476
"1002";"Scarus ghobban";"Pono kawaida";"Chumani";"2014-11-03";1;11;"NEMS";30;0.65;0;-0.797776795120476;0.29004439276202;0.725126893544219;550349.599152618;9319687.4425476
"1007";"Lutjanus fulviflamma";"Changu ginge kawaida";"Chumani";"2014-11-12";2;11;"NEMS";7;1.296;0;-0.797776795120476;0.29004439276202;0.725126893544219;550349.599152618;9319687.4425476
"1008";"Lethrinus lentjan ";"Changu njana";"Chumani";"2014-11-12";2;11;"NEMS";7;0.032;0;-0.797776795120476;0.29004439276202;0.725126893544219;550349.599152618;9319687.4425476
"1009";"Lethrinus mahsena";"Changu tuku";"Chumani";"2014-11-12";2;11;"NEMS";7;0.04;0;-0.797776795120476;0.29004439276202;0.725126893544219;550349.599152618;9319687.4425476
"1018";"Scarus ghobban";"Pono kawaida";"Chumani";"2014-11-22";3;11;"NEMS";31;0.918;0;-0.797776795120476;0.29004439276202;0.725126893544219;550349.599152618;9319687.4425476
"1024";"Lutjanus fulviflamma";"Changu ginge kawaida";"Chumani";"2014-09-14";2;9;"SEMS";7;3;0;-0.797776795120476;0.29004439276202;0.725126893544219;550349.599152618;9319687.4425476
"1025";"Lethrinus mahsena";"Changu tuku";"Chumani";"2014-09-14";2;9;"SEMS";7;0.39;0;-0.797776795120476;0.29004439276202;0.725126893544219;550349.599152618;9319687.4425476
"1033";"Lutjanus fulviflamma";"Changu ginge kawaida";"Chumani";"2014-04-21";2;4;"SEMS";21;0.118888888888889;0;-0.797776795120476;0.29004439276202;0.725126893544219;550349.599152618;9319687.4425476
"1035";"Lethrinus lentjan ";"Changu njana";"Chumani";"2014-04-21";2;4;"SEMS";21;0.0644444444444444;0;-0.797776795120476;0.29004439276202;0.725126893544219;550349.599152618;9319687.4425476
"1037";"Scarus ghobban";"Pono kawaida";"Chumani";"2014-04-21";2;4;"SEMS";21;0.00777777777777778;0;-0.797776795120476;0.29004439276202;0.725126893544219;550349.599152618;9319687.4425476
"1038";"Siganus sutor";"Tasi uzi";"Chumani";"2014-04-21";2;4;"SEMS";21;1.42222222222222;0;-0.797776795120476;0.29004439276202;0.725126893544219;550349.599152618;9319687.4425476
"1041";"Lethrinus mahsena";"Changu tuku";"Chumani";"2014-06-03";3;6;"SEMS";7;0.05;0;-0.797776795120476;0.29004439276202;0.725126893544219;550349.599152618;9319687.4425476
"1046";"Lutjanus fulviflamma";"Changu ginge kawaida";"Dandaroni";"2014-12-07";2;12;"NEMS";95;0.28;1;2.2834951725513;0.74452832700115;-2.49185799845323;548313.858141441;9330680.71309301
"1047";"Lethrinus mahsena";"Changu tuku";"Dandaroni";"2014-12-07";2;12;"NEMS";95;0.37;1;2.2834951725513;0.74452832700115;-2.49185799845323;548313.858141441;9330680.71309301
"1052";"Lutjanus fulviflamma";"Changu ginge kawaida";"Dandaroni";"2014-06-29";3;6;"SEMS";95;0.1;1;2.2834951725513;0.74452832700115;-2.49185799845323;548313.858141441;9330680.71309301
"1083";"Siganus sutor";"Tasi uzi";"Dotoni";"2014-05-15";2;5;"SEMS";114;3;0;4.21261516865622;-1.03834825163063;-2.27492523803514;550802.156923336;9328803.69065234
"1084";"Siganus sutor";"Tasi uzi";"Dotoni";"2014-05-15";2;5;"SEMS";111;4.25;0;4.21261516865622;-1.03834825163063;-2.27492523803514;550802.156923336;9328803.69065234
"1085";"Siganus sutor";"Tasi uzi";"Dotoni";"2014-05-15";2;5;"SEMS";64;5.83333333333333;0;4.21261516865622;-1.03834825163063;-2.27492523803514;550802.156923336;9328803.69065234
"1091";"Siganus sutor";"Tasi uzi";"Fungo Kubwa";"2014-04-17";2;4;"SEMS";60;0.25;0;-0.406351074685214;1.41176260695121;0.724036779170259;548075.030347664;9322679.6036341
"1093";"Lutjanus fulviflamma";"Changu ginge kawaida";"Funga ya Dunga";"2014-04-10";1;4;"SEMS";116;0.4;1;-0.311384949155947;1.87072317861727;-1.2707004018548;548283.981973604;9327934.414095
"1101";"Scarus ghobban";"Pono kawaida";"Funga ya Dunga";"2014-04-10";1;4;"SEMS";116;1.06;1;-0.311384949155947;1.87072317861727;-1.2707004018548;548283.981973604;9327934.414095
"1107";"Leptoscarus vaigiensis";"Pono bodwe";"Funga ya Dunga";"2014-04-16";2;4;"SEMS";123;0.325;1;-0.311384949155947;1.87072317861727;-1.2707004018548;548283.981973604;9327934.414095
"1108";"Siganus sutor";"Tasi uzi";"Funga ya Dunga";"2014-04-16";2;4;"SEMS";123;0.625;1;-0.311384949155947;1.87072317861727;-1.2707004018548;548283.981973604;9327934.414095
"1111";"Scarus ghobban";"Pono kawaida";"Funga ya Dunga";"2014-04-30";3;4;"SEMS";121;0.51;1;-0.311384949155947;1.87072317861727;-1.2707004018548;548283.981973604;9327934.414095
"1115";"Lutjanus fulviflamma";"Changu ginge kawaida";"Funga ya Dunga";"2014-03-11";1;3;"NEMS";74;0.65;1;-0.311384949155947;1.87072317861727;-1.2707004018548;548283.981973604;9327934.414095
"1123";"Scarus ghobban";"Pono kawaida";"Funga ya Dunga";"2014-03-11";1;3;"NEMS";74;1.388;1;-0.311384949155947;1.87072317861727;-1.2707004018548;548283.981973604;9327934.414095
"1124";"Siganus sutor";"Tasi uzi";"Funga ya Dunga";"2014-03-11";1;3;"NEMS";74;0.22;1;-0.311384949155947;1.87072317861727;-1.2707004018548;548283.981973604;9327934.414095
"1126";"Leptoscarus vaigiensis";"Pono bodwe";"Funga ya Dunga";"2014-03-30";3;3;"NEMS";123;0.095;1;-0.311384949155947;1.87072317861727;-1.2707004018548;548283.981973604;9327934.414095
"1128";"Siganus sutor";"Tasi uzi";"Funga ya Dunga";"2014-03-30";3;3;"NEMS";123;7.8;1;-0.311384949155947;1.87072317861727;-1.2707004018548;548283.981973604;9327934.414095
"1130";"Scarus ghobban";"Pono kawaida";"Funga ya Dunga";"2014-11-05";1;11;"NEMS";123;0.747;1;-0.311384949155947;1.87072317861727;-1.2707004018548;548283.981973604;9327934.414095
"1131";"Lutjanus fulviflamma";"Changu ginge kawaida";"Funga ya Dunga";"2014-11-15";4;11;"NEMS";123;0.789;1;-0.311384949155947;1.87072317861727;-1.2707004018548;548283.981973604;9327934.414095
"1132";"Lethrinus mahsena";"Changu tuku";"Funga ya Dunga";"2014-11-15";4;11;"NEMS";123;0.195;1;-0.311384949155947;1.87072317861727;-1.2707004018548;548283.981973604;9327934.414095
"1134";"Scarus ghobban";"Pono kawaida";"Funga ya Dunga";"2014-11-15";4;11;"NEMS";123;0.145;1;-0.311384949155947;1.87072317861727;-1.2707004018548;548283.981973604;9327934.414095
"1136";"Siganus sutor";"Tasi uzi";"Funga ya Dunga";"2014-10-06";1;10;"SEMS";93;0.5;1;-0.311384949155947;1.87072317861727;-1.2707004018548;548283.981973604;9327934.414095
"1139";"Siganus sutor";"Tasi uzi";"Funguni";"2014-06-28";3;6;"SEMS";62;0.83;1;-0.211923882535428;2.06283615641064;-1.2707004018548;548232.939587682;9327760.16145506
"1147";"Lutjanus fulviflamma";"Changu ginge kawaida";"Funguni";"2014-05-22";4;5;"SEMS";61;0.1215;1;-0.211923882535428;2.06283615641064;-1.2707004018548;548232.939587682;9327760.16145506
"1148";"Lethrinus mahsena";"Changu tuku";"Funguni";"2014-05-22";4;5;"SEMS";61;0.096;1;-0.211923882535428;2.06283615641064;-1.2707004018548;548232.939587682;9327760.16145506
"1150";"Leptoscarus vaigiensis";"Pono bodwe";"Funguni";"2014-05-22";4;5;"SEMS";61;1.0955;1;-0.211923882535428;2.06283615641064;-1.2707004018548;548232.939587682;9327760.16145506
"1152";"Scarus ghobban";"Pono kawaida";"Funguni";"2014-05-22";4;5;"SEMS";61;1.222;1;-0.211923882535428;2.06283615641064;-1.2707004018548;548232.939587682;9327760.16145506
"1156";"Siganus sutor";"Tasi uzi";"Funguni";"2014-05-22";4;5;"SEMS";41;0.14;1;-0.211923882535428;2.06283615641064;-1.2707004018548;548232.939587682;9327760.16145506
"1157";"Siganus sutor";"Tasi uzi";"Funguni";"2014-05-29";3;5;"SEMS";61;0.41;1;-0.211923882535428;2.06283615641064;-1.2707004018548;548232.939587682;9327760.16145506
"1158";"Siganus sutor";"Tasi uzi";"Funguni";"2014-05-29";3;5;"SEMS";61;7;1;-0.211923882535428;2.06283615641064;-1.2707004018548;548232.939587682;9327760.16145506
"1163";"Lethrinus mahsena";"Changu tuku";"Funguni Juu";"2014-04-30";3;4;"SEMS";98;0.06;0;NA;NA;-0.690874303789417;547781.333411438;9326674.59667262
"1165";"Leptoscarus vaigiensis";"Pono bodwe";"Funguni Juu";"2014-04-30";3;4;"SEMS";98;4.5;0;NA;NA;-0.690874303789417;547781.333411438;9326674.59667262
"1166";"Siganus sutor";"Tasi uzi";"Funguni Juu";"2014-04-30";3;4;"SEMS";98;0.16;0;NA;NA;-0.690874303789417;547781.333411438;9326674.59667262
"1168";"Siganus sutor";"Tasi uzi";"Funguni Juu";"2014-09-13";2;9;"SEMS";76;0.974;0;NA;NA;-0.690874303789417;547781.333411438;9326674.59667262
"1182";"Leptoscarus vaigiensis";"Pono bodwe";"Funguni Juu";"2014-03-16";2;3;"NEMS";121;1.329;0;NA;NA;-0.690874303789417;547781.333411438;9326674.59667262
"1187";"Scarus ghobban";"Pono kawaida";"Funguni Juu";"2014-03-27";4;3;"NEMS";121;0.99;0;NA;NA;-0.690874303789417;547781.333411438;9326674.59667262
"1188";"Lutjanus fulviflamma";"Changu ginge kawaida";"Funguni Juu";"2014-03-29";4;3;"NEMS";74;0.4;0;NA;NA;-0.690874303789417;547781.333411438;9326674.59667262
"1195";"Scarus ghobban";"Pono kawaida";"Funguni Juu";"2014-03-29";4;3;"NEMS";74;5;0;NA;NA;-0.690874303789417;547781.333411438;9326674.59667262
"1200";"Lethrinus lentjan ";"Changu njana";"Gide";"2014-04-28";4;4;"SEMS";42;3.85;0;4.08679612454218;0.451332648359686;-1.98128285035469;553601.526987495;9328477.09349577
"1208";"Lutjanus fulviflamma";"Changu ginge kawaida";"Vijaani";"2014-03-27";4;3;"NEMS";107;1.857;1;2.26848598426456;0.124932029535398;-0.80275446322218;550631.254685467;9326918.36184891
"1209";"Lethrinus lentjan ";"Changu njana";"Vijaani";"2014-03-27";4;3;"NEMS";107;2.627;1;2.26848598426456;0.124932029535398;-0.80275446322218;550631.254685467;9326918.36184891
"1214";"Siganus sutor";"Tasi uzi";"Vijaani";"2014-03-27";4;3;"NEMS";107;3.805;1;2.26848598426456;0.124932029535398;-0.80275446322218;550631.254685467;9326918.36184891
"1223";"Leptoscarus vaigiensis";"Pono bodwe";"Gongoro";"2014-04-14";1;4;"SEMS";21;0.0611111111111111;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1224";"Siganus sutor";"Tasi uzi";"Gongoro";"2014-04-14";1;4;"SEMS";21;2.33111111111111;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1228";"Lutjanus fulviflamma";"Changu ginge kawaida";"Gongoro";"2014-04-26";4;4;"SEMS";21;0.425;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1229";"Lethrinus mahsena";"Changu tuku";"Gongoro";"2014-04-26";4;4;"SEMS";21;0.4575;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1234";"Leptoscarus vaigiensis";"Pono bodwe";"Gongoro";"2014-04-26";4;4;"SEMS";21;0.48875;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1236";"Scarus ghobban";"Pono kawaida";"Gongoro";"2014-04-26";4;4;"SEMS";21;0.00625;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1237";"Siganus sutor";"Tasi uzi";"Gongoro";"2014-04-26";4;4;"SEMS";21;3.15375;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1242";"Lethrinus lentjan ";"Changu njana";"Gongoro";"2014-04-23";4;4;"SEMS";62;0.025;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1244";"Siganus sutor";"Tasi uzi";"Gongoro";"2014-04-23";4;4;"SEMS";62;1.94;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1248";"Lethrinus lentjan ";"Changu njana";"Gongoro";"2014-04-28";4;4;"SEMS";62;1.05;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1251";"Siganus sutor";"Tasi uzi";"Gongoro";"2014-04-28";4;4;"SEMS";62;2;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1253";"Lethrinus lentjan ";"Changu njana";"Gongoro";"2014-04-09";1;4;"SEMS";114;0.27;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1255";"Lethrinus mahsena";"Changu tuku";"Gongoro";"2014-04-09";1;4;"SEMS";114;0.025;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1263";"Leptoscarus vaigiensis";"Pono bodwe";"Gongoro";"2014-12-04";1;12;"NEMS";21;0.095;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1265";"Siganus sutor";"Tasi uzi";"Gongoro";"2014-12-04";1;12;"NEMS";21;0.58375;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1277";"Lethrinus lentjan ";"Changu njana";"Gongoro";"2014-12-06";2;12;"NEMS";88;0.0538461538461538;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1282";"Siganus sutor";"Tasi uzi";"Gongoro";"2014-12-06";2;12;"NEMS";88;0.178461538461538;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1297";"Lutjanus fulviflamma";"Changu ginge kawaida";"Gongoro";"2014-06-03";3;6;"SEMS";21;0.123846153846154;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1298";"Lethrinus mahsena";"Changu tuku";"Gongoro";"2014-06-03";3;6;"SEMS";21;0.131538461538462;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1302";"Leptoscarus vaigiensis";"Pono bodwe";"Gongoro";"2014-06-03";3;6;"SEMS";21;0.0892307692307692;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1303";"Siganus sutor";"Tasi uzi";"Gongoro";"2014-06-03";3;6;"SEMS";21;0.851538461538462;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1305";"Lutjanus fulviflamma";"Changu ginge kawaida";"Gongoro";"2014-06-16";2;6;"SEMS";21;0.103636363636364;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1307";"Siganus sutor";"Tasi uzi";"Gongoro";"2014-06-16";2;6;"SEMS";21;0.208181818181818;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1311";"Lethrinus mahsena";"Changu tuku";"Gongoro";"2014-06-16";2;6;"SEMS";24;0.0433333333333333;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1322";"Lutjanus fulviflamma";"Changu ginge kawaida";"Gongoro";"2014-03-02";3;3;"NEMS";21;0.167;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1323";"Lethrinus lentjan ";"Changu njana";"Gongoro";"2014-03-02";3;3;"NEMS";21;0.0142222222222222;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1324";"Lethrinus mahsena";"Changu tuku";"Gongoro";"2014-03-02";3;3;"NEMS";21;0.176333333333333;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1328";"Leptoscarus vaigiensis";"Pono bodwe";"Gongoro";"2014-03-02";3;3;"NEMS";21;1.45711111111111;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1330";"Scarus ghobban";"Pono kawaida";"Gongoro";"2014-03-02";3;3;"NEMS";21;0.0101111111111111;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1331";"Siganus sutor";"Tasi uzi";"Gongoro";"2014-03-02";3;3;"NEMS";21;1.62433333333333;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1332";"Lethrinus mahsena";"Changu tuku";"Gongoro";"2014-03-10";1;3;"NEMS";31;0.1395;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1335";"Leptoscarus vaigiensis";"Pono bodwe";"Gongoro";"2014-03-10";1;3;"NEMS";31;0.164;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1338";"Scarus ghobban";"Pono kawaida";"Gongoro";"2014-03-10";1;3;"NEMS";31;5.4775;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1341";"Lutjanus fulviflamma";"Changu ginge kawaida";"Gongoro";"2014-03-17";2;3;"NEMS";21;0.038625;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1343";"Lethrinus mahsena";"Changu tuku";"Gongoro";"2014-03-17";2;3;"NEMS";21;0.1;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1345";"Leptoscarus vaigiensis";"Pono bodwe";"Gongoro";"2014-03-17";2;3;"NEMS";21;0.06975;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1347";"Siganus sutor";"Tasi uzi";"Gongoro";"2014-03-17";2;3;"NEMS";21;0.98225;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1355";"Lethrinus lentjan ";"Changu njana";"Gongoro";"2014-05-05";1;5;"SEMS";21;0.073;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1357";"Siganus sutor";"Tasi uzi";"Gongoro";"2014-05-05";1;5;"SEMS";21;1.22;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1359";"Lethrinus lentjan ";"Changu njana";"Gongoro";"2014-05-26";4;5;"SEMS";31;2.52;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1362";"Scarus ghobban";"Pono kawaida";"Gongoro";"2014-05-17";2;5;"SEMS";62;0.177;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1364";"Lethrinus lentjan ";"Changu njana";"Gongoro";"2014-05-17";2;5;"SEMS";62;0.545;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1365";"Siganus sutor";"Tasi uzi";"Gongoro";"2014-05-17";2;5;"SEMS";62;0.292;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
